topic_number,topic_label,prevalence,prevalence_percent,top_words
1,Topic 1: payment / pay / loan,0.5619734140577797,56.19734140577797,"payment, pay, loan, call, make, bank, get, time, month, account"
2,Topic 2: report / credit / account,0.43802658594222027,43.802658594222024,"report, credit, account, remove, debt, dispute, information, collection, bureau, inquiry"
